RoundID,MatchID,Team Initials,Coach Name,Line-up,Shirt Number,Player Name,Position,Event
201,1090,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,,
201,1090,BEL,GOETINCK Hector (BEL),N,0,Alexis CHANTRAINE,,
201,1090,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,,
201,1090,BEL,GOETINCK Hector (BEL),N,0,Jean DE BIE,,
201,1090,USA,MILLAR Bob (USA),N,0,Jim GENTLE,,
201,1090,BEL,GOETINCK Hector (BEL),N,0,Andre SAEYS,,
201,1090,USA,MILLAR Bob (USA),N,0,Phil SLONE,,
201,1090,BEL,GOETINCK Hector (BEL),N,0,Henri DE DEKEN,,
201,1090,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,,
201,1090,BEL,GOETINCK Hector (BEL),N,0,Gerard DELBEKE,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,GK,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,JOEL,GK,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,TEOPHILO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,POLY,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FAUSTO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,,G30'
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,PREGUINHO,C,G62'
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,NILO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,C,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,BRILHANTE,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ARAKEN,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,,G21'
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,HERMOGENES,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Branislav SEKULIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,ITALIA,,
201,1093,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),S,0,FERNANDO GIUDICELLI,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,CARVALHO LEITE,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENEDICTO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Teofilo SPASOJEVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,OSCARINO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav HRNJICEK,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,BENVENUTTO,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Vlastimir PETKOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,DOCA,,
201,1093,YUG,SIMONOVIC Bosko (YUG),N,0,Dragutin NAJDANOVIC,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,PAMPLONA,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,FORTES,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MANOELZINHO,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,IVAN MARIZ,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,MODERATO,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,VELLOSO,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,ZE LUIS,,
201,1093,BRA,DE CARVALHO Pindaro (BRA),N,0,RUSSINHO,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ion LAPUSNEANU,GK,
201,1098,PER,BRU Francisco (ESP),S,0,Juan VALDIVIESO,GK,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Ladislau RAFFINSKY,,
201,1098,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf BUERGER,,
201,1098,PER,BRU Francisco (ESP),S,0,Julio LORES,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert DESU,,G1'
201,1098,PER,BRU Francisco (ESP),S,0,Placido GALINDO,C,R70'
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Alfred EISENBEISSER,,
201,1098,PER,BRU Francisco (ESP),S,0,Domingo GARCIA,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Nicolae KOVACS,,G89'
201,1098,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Constantin STANCIU,,G79'
201,1098,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Adalbert STEINER,,
201,1098,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Emerich VOGL,C,
201,1098,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Rudolf WETZER,,
201,1098,PER,BRU Francisco (ESP),S,0,Alberto SORIA,,
201,1098,ROU,LUCHIDE Octav (ROU),S,0,Stefan BARBU,,
201,1098,PER,BRU Francisco (ESP),S,0,Luis SOUZA,,G75'
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Iosif CZAKO,,
201,1098,PER,BRU Francisco (ESP),N,0,Jorge PARDON,,
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Ilile SUBASEANU,,
201,1098,PER,BRU Francisco (ESP),N,0,Jose FLORES,,
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Samuel ZAUBER,,
201,1098,PER,BRU Francisco (ESP),N,0,Antonio MAQUILON,,
201,1098,ROU,LUCHIDE Octav (ROU),N,0,Corneliu ROBE,,
201,1098,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,,
201,1098,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,,
201,1098,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,,
201,1098,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,,
201,1098,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,,
201,1098,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,,
201,1098,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,,
201,1098,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,,
201,1098,PER,BRU Francisco (ESP),N,0,Eduardo ASTENGO,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Angel BOSSIO,GK,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,GK,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Francisco VARALLO,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,C,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Pedro SUAREZ,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Lucien LAURENT,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Jose DELLA TORRE,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel CAPELLE,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Juan EVARISTO,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Augustin CHANTREL,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Mario EVARISTO,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Edmond DELFOUR,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Manuel FERREIRA,C,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel LANGILLER,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Roberto CERRO,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Ernest LIBERATI,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Ramon MUTTIS,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Andre MASCHINOT,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Luis MONTI,,G81'
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Etienne MATTLER,,
201,1085,ARG,OLAZAR Francisco (ARG),S,0,Natalio PERINETTI,,
201,1085,FRA,CAUDRON Raoul (FRA),S,0,Marcel PINEL,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alejandro SCOPELLI,,
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Celestin DELMER,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos SPADARO,,
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Andre TASSIN,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Carlos PEUCELLE,,
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Nouma ANDOIRE,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Rodolfo ORLANDINI,,
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Jean LAURENT,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Fernando PATERNOSTER,,
201,1085,FRA,CAUDRON Raoul (FRA),N,0,Emile VEINANTE,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Adolfo ZUMELZU,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Guillermo STABILE,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Edmundo PIAGGIO,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Atilio DEMARIA,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Juan BOTASSO,,
201,1085,ARG,OLAZAR Francisco (ARG),N,0,Alberto CHIVIDINI,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,GK,
201,1095,MEX,LUQUE Juan (MEX),S,0,Isidoro SOTA,GK,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Victor MORALES,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Luis PEREZ,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Tomas OJEDA,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Felipe ROSAS,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Ulises POIRIER,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Manuel ROSAS,,W51'
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Jose RUIZ,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos SCHNEBERGER,C,
201,1095,MEX,LUQUE Juan (MEX),S,0,Alfredo SANCHEZ,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SUBIABRE,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Juan CARRENO,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Arturo TORRES,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Roberto GAYON,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Carlos VIDAL,,G3' G65'
201,1095,MEX,LUQUE Juan (MEX),S,0,Rafael GARZA,C,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Eberardo VILLALOBOS,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Hilario LOPEZ,,
201,1095,CHI,ORTH Gyorgy (HUN),S,0,Humberto ELGUETA,,
201,1095,MEX,LUQUE Juan (MEX),S,0,Efrain AMEZCUA,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo RIVEROS,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Oscar BONFIGLIO,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Arturo CODDOU,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Dionisio MEJIA,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Horacio MUNOZ,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Felipe OLIVARES,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Cesar ESPINOZA,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Raimundo RODRIGUEZ,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Casimiro TORRES,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Francisco GARZA GUTIERREZ,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Juan AGUILERA,,
201,1095,MEX,LUQUE Juan (MEX),N,0,Jesus CASTRO,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Guillermo ARELLANO,,
201,1095,CHI,ORTH Gyorgy (HUN),N,0,Ernesto CHAPARRO,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milovan JAKSIC,GK,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jesus BERMUDEZ,GK,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Blagoje MARJANOVIC,,G65'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jose BUSTAMANTE,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragan MIHAJLOVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Casiano CHAVARRIA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Dragutin NAJDANOVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Segundo DURANDAL,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ljubisa STEFANOVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rene FERNANDEZ,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Djordje VUJADINOVIC,,G85'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Gumercindo GOMEZ,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Aleksandar TIRNANIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Diogenes LARA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milorad ARSENIJEVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Rafael MENDEZ,C,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Ivica BEK,,G60' G67'
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge BALDERRAMA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Momcilo DJOKIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Mario ALBORTA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),S,0,Milutin IVKOVIC,C,
201,1092,BOL,SAUCEDO Ulises (BOL),S,0,Jorge ARGOTE,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Milan STOJANOVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Miguel BRITO,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Teofilo SPASOJEVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Jose NOYA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav HRNJICEK,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Miguel MURILLO,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Vlastimir PETKOVIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Luis REYES PENARANDA,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Dragan TOSIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Eduardo REYES ORTIZ,,
201,1092,YUG,SIMONOVIC Bosko (YUG),N,0,Branislav SEKULIC,,
201,1092,BOL,SAUCEDO Ulises (BOL),N,0,Renato SAINZ,,
201,1097,USA,MILLAR Bob (USA),S,0,Jimmy DOUGLAS,GK,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Modesto DENIS,GK,
201,1097,USA,MILLAR Bob (USA),S,0,Tom FLORIE,C,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Eusebio DIAZ,,
201,1097,USA,MILLAR Bob (USA),S,0,Jimmy GALLAGHER,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Diogenes DOMINGUEZ,,
201,1097,USA,MILLAR Bob (USA),S,0,Billy GONSALVES,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Romildo ETCHEVERRY,,
201,1097,USA,MILLAR Bob (USA),S,0,Bart McGHEE,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Delfin BENITEZ CACERES,,
201,1097,USA,MILLAR Bob (USA),S,0,George MOORHOUSE,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Aurelio GONZALEZ,,
201,1097,USA,MILLAR Bob (USA),S,0,Bert PATENAUDE,,G10' G15' G50'
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Jose Leon MIRACCA,,
201,1097,USA,MILLAR Bob (USA),S,0,Ralph TRACY,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Lino NESSI,,
201,1097,USA,MILLAR Bob (USA),S,0,Alexander WOOD,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Quiterio OLMEDO,,
201,1097,USA,MILLAR Bob (USA),S,0,Andrew AULD,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Luis VARGAS PENA,C,
201,1097,USA,MILLAR Bob (USA),S,0,Jim BROWN,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),S,0,Francisco AGUIRRE,,
201,1097,USA,MILLAR Bob (USA),N,0,Frank VAUGHN,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Santiago BENITEZ,,
201,1097,USA,MILLAR Bob (USA),N,0,Mike BOOKIE,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Gerardo ROMERO,,
201,1097,USA,MILLAR Bob (USA),N,0,Jim GENTLE,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Eustaquio CHAMORRO,,
201,1097,USA,MILLAR Bob (USA),N,0,Phil SLONE,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Diego FLORENTIN,,
201,1097,USA,MILLAR Bob (USA),N,0,Arnie OLIVER,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Bernabe RIVERA,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Jacinto VILLALBA,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Amadeo ORTEGA,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Cayetano CARRERAS SAGUEIR,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Pedro BENITEZ,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Salvador FLORES,,
201,1097,PAR,DURAND LAGUNA Jose (ARG),N,0,Tranquilino GARCETE,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Enrique BALLESTRERO,GK,
201,1099,PER,BRU Francisco (ESP),S,0,Jorge PARDON,GK,
201,1099,URU,SUPPICI Alberto (URU),S,0,Hector CASTRO,,G60'
201,1099,PER,BRU Francisco (ESP),S,0,Luis SOUZA,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro CEA,,
201,1099,PER,BRU Francisco (ESP),S,0,Eduardo ASTENGO,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Lorenzo FERNANDEZ,,
201,1099,PER,BRU Francisco (ESP),S,0,Mario DE LAS CASAS,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Alvaro GESTIDO,,
201,1099,PER,BRU Francisco (ESP),S,0,Alberto DENEGRI,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Victoriano IRIARTE,,
201,1099,PER,BRU Francisco (ESP),S,0,Placido GALINDO,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose ANDRADE,,
201,1099,PER,BRU Francisco (ESP),S,0,Jose Maria LAVALLE,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Pedro PETRONE,,
201,1099,PER,BRU Francisco (ESP),S,0,Antonio MAQUILON,C,
201,1099,URU,SUPPICI Alberto (URU),S,0,Domingo TEJERA,,
201,1099,PER,BRU Francisco (ESP),S,0,Demetrio NEYRA,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Santos URDINARAN,,
201,1099,PER,BRU Francisco (ESP),S,0,Alejandro VILLANUEVA,,
201,1099,URU,SUPPICI Alberto (URU),S,0,Jose NASAZZI,C,
201,1099,PER,BRU Francisco (ESP),S,0,Julio LORES,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan Carlos CALVO,,
201,1099,PER,BRU Francisco (ESP),N,0,Lizardo NUE RODRIGUEZ,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Miguel CAPPUCCINI,,
201,1099,PER,BRU Francisco (ESP),N,0,Julio QUINTANA,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Conduelo PIRIZ,,
201,1099,PER,BRU Francisco (ESP),N,0,Arturo FERNANDEZ,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Angel MELOGNO,,
201,1099,PER,BRU Francisco (ESP),N,0,Pablo PACHECO,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Emilio RECOBA,,
201,1099,PER,BRU Francisco (ESP),N,0,Carlos CILLONIZ,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Carlos RIOLFO,,
201,1099,PER,BRU Francisco (ESP),N,0,Jorge GONGORA,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Zoilo SALDOMBIDE,,
201,1099,PER,BRU Francisco (ESP),N,0,Jorge SARMIENTO,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Hector SCARONE,,
201,1099,PER,BRU Francisco (ESP),N,0,Juan Alfonso VALLE,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Juan ANSELMO,,
201,1099,PER,BRU Francisco (ESP),N,0,Domingo GARCIA,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Ernesto MASCHERONI,,
201,1099,PER,BRU Francisco (ESP),N,0,Jose FLORES,,
201,1099,URU,SUPPICI Alberto (URU),N,0,Pablo DORADO,,
201,1099,PER,BRU Francisco (ESP),N,0,Juan VALDIVIESO,,
201,1099,PER,BRU Francisco (ESP),N,0,Alberto SORIA,,
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Roberto CORTES,GK,
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex THEPOT,GK,
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo RIVEROS,,
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Emile VEINANTE,,
201,1094,CHI,ORTH Gyorgy (HUN),S,0,Guillermo SAAVEDRA,,
201,1094,FRA,CAUDRON Raoul (FRA),S,0,Alex VILLAPLANE,C,
